,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
3080,M,0.71,0.56,0.175,1.724,0.566,0.4575,0.4625,13
918,I,0.41,0.305,0.09,0.3535,0.157,0.0745,0.1,7
1845,I,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,8
1213,I,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,5
3757,I,0.52,0.41,0.14,0.699,0.3395,0.129,0.1945,10
1649,I,0.59,0.45,0.145,1.022,0.428,0.268,0.265,10
493,M,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15
1271,I,0.47,0.355,0.12,0.393,0.167,0.0885,0.115,8
3438,I,0.43,0.335,0.105,0.378,0.188,0.0785,0.09,6
2331,M,0.59,0.46,0.155,0.906,0.327,0.1485,0.335,15
1676,M,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,10
1001,M,0.595,0.475,0.165,1.213,0.621,0.2435,0.274,9
776,M,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15
2568,I,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,7
1492,F,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,11
2369,I,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,12
503,F,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13
2631,I,0.375,0.29,0.1,0.219,0.0925,0.038,0.075,6
3157,F,0.43,0.35,0.09,0.397,0.1575,0.089,0.12,9
2682,M,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10
3660,F,0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,10
2849,M,0.63,0.49,0.165,1.2005,0.575,0.273,0.294,10
65,M,0.475,0.355,0.12,0.48,0.234,0.1015,0.135,8
2991,M,0.595,0.485,0.15,1.0835,0.5305,0.231,0.276,8
1518,M,0.67,0.545,0.2,1.7025,0.833,0.374,0.41,11
3587,M,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,10
1735,M,0.67,0.52,0.165,1.39,0.711,0.2865,0.3,11
1182,F,0.66,0.53,0.185,1.346,0.546,0.2705,0.476,11
228,F,0.58,0.465,0.165,1.1015,0.404,0.2095,0.35,11
1256,I,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,7
3508,F,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,9
2931,F,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,9
2313,M,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,16
2508,I,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,6
4032,I,0.485,0.365,0.09,0.651,0.3165,0.132,0.18,8
1135,I,0.57,0.44,0.15,0.755,0.3425,0.16,0.224,8
27,M,0.59,0.445,0.14,0.931,0.356,0.234,0.28,12
2591,F,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,8
1258,I,0.43,0.315,0.095,0.378,0.175,0.08,0.1045,8
1077,I,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,7
1453,I,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,6
1677,M,0.615,0.475,0.175,1.224,0.6035,0.261,0.311,9
3520,F,0.72,0.545,0.185,1.7185,0.7925,0.401,0.468,11
2492,F,0.475,0.38,0.145,0.57,0.167,0.118,0.187,11
3606,F,0.51,0.375,0.11,0.5805,0.2865,0.118,0.148,7
2510,I,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8
3610,M,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,9
4009,M,0.61,0.49,0.16,1.146,0.597,0.246,0.265,8
2465,M,0.5,0.39,0.13,0.709,0.275,0.168,0.18,11
3015,I,0.42,0.32,0.11,0.309,0.115,0.0645,0.0945,6
2371,M,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
2982,F,0.51,0.37,0.21,1.183,0.508,0.292,0.343,9
4166,I,0.475,0.365,0.115,0.499,0.232,0.0885,0.156,10
1780,M,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,9
1139,F,0.575,0.47,0.165,0.869,0.435,0.197,0.238,9
1443,M,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,9
3638,I,0.44,0.34,0.105,0.344,0.123,0.081,0.125,8
899,I,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,5
3421,M,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11
1435,I,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,5
1027,F,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,8
3612,M,0.6,0.46,0.18,1.14,0.423,0.2575,0.365,10
287,F,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,17
144,M,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,10
481,M,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,17
1473,F,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,8
2434,I,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,16
2684,F,0.625,0.49,0.155,1.115,0.484,0.277,0.3095,9
1981,F,0.72,0.575,0.18,1.6705,0.732,0.3605,0.501,12
978,M,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155,8
2118,F,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,8
678,F,0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,23
423,I,0.29,0.225,0.07,0.101,0.036,0.0235,0.035,8
3773,F,0.575,0.46,0.15,0.927,0.333,0.207,0.2985,9
2531,M,0.605,0.475,0.175,1.201,0.5395,0.275,0.309,10
1177,F,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,10
3441,F,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7
2301,F,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,10
195,M,0.5,0.405,0.155,0.772,0.346,0.1535,0.245,12
1057,I,0.225,0.165,0.055,0.059,0.027,0.0125,0.015,4
805,M,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095,7
2992,I,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,8
676,M,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12
861,F,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,12
2336,F,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
1494,M,0.62,0.485,0.155,1.049,0.462,0.231,0.25,10
3059,F,0.625,0.515,0.155,1.1635,0.4875,0.259,0.355,11
517,M,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,5
462,I,0.24,0.185,0.07,0.0715,0.026,0.018,0.025,6
3969,I,0.38,0.3,0.09,0.277,0.1655,0.0625,0.082,6
3216,M,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,16
885,F,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,10
2078,M,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.372,8
3165,F,0.545,0.41,0.115,0.6765,0.29,0.158,0.22,9
459,F,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,11
2846,M,0.625,0.475,0.175,1.3405,0.656,0.283,0.337,10
3707,M,0.675,0.51,0.17,1.527,0.809,0.318,0.341,11
1467,I,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,7
2709,F,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,12
2705,M,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,13
1118,I,0.535,0.39,0.125,0.599,0.2595,0.149,0.169,9
1538,I,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054,6
1770,I,0.455,0.335,0.105,0.422,0.229,0.0865,0.1,6
346,F,0.525,0.42,0.16,0.756,0.2745,0.173,0.275,9
3848,F,0.675,0.535,0.22,1.604,0.6175,0.4255,0.453,14
2385,F,0.45,0.345,0.115,0.496,0.1905,0.117,0.14,12
2903,F,0.575,0.425,0.15,0.8765,0.455,0.18,0.228,8
3311,F,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12
3903,M,0.635,0.48,0.235,1.064,0.413,0.228,0.36,16
3161,F,0.335,0.22,0.07,0.17,0.076,0.0365,0.05,6
1291,I,0.515,0.42,0.135,0.711,0.337,0.144,0.205,13
946,F,0.47,0.365,0.12,0.582,0.29,0.092,0.146,8
181,M,0.64,0.51,0.175,1.368,0.515,0.266,0.57,21
3839,M,0.52,0.425,0.125,0.79,0.372,0.205,0.19,8
3494,F,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,9
471,F,0.515,0.405,0.12,0.646,0.2895,0.1405,0.177,10
2264,I,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,14
328,M,0.36,0.295,0.105,0.241,0.0865,0.053,0.095,8
3320,F,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,16
3504,F,0.62,0.51,0.18,1.233,0.592,0.274,0.322,10
1548,I,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,8
3266,F,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,11
1929,M,0.615,0.495,0.2,1.219,0.564,0.227,0.3885,10
2352,M,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
1067,I,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,5
3988,M,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445,8
256,M,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19
522,I,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,9
3581,M,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,9
1948,M,0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535,10
3089,M,0.455,0.35,0.11,0.458,0.2,0.111,0.1305,8
2502,I,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,5
1804,M,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,10
3723,I,0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325,9
1563,I,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,10
1709,M,0.645,0.51,0.19,1.4745,0.605,0.345,0.48,9
2633,I,0.425,0.33,0.115,0.3265,0.1315,0.077,0.103,6
738,M,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,14
1578,I,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15,8
519,F,0.345,0.25,0.09,0.203,0.078,0.059,0.055,6
3391,M,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,13
1364,M,0.61,0.48,0.165,1.244,0.6345,0.257,0.305,12
3852,M,0.55,0.41,0.15,0.785,0.282,0.186,0.275,12
3704,M,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11
2937,M,0.625,0.515,0.165,1.217,0.667,0.2065,0.3115,10
2575,M,0.5,0.375,0.145,0.6215,0.274,0.166,0.1485,7
226,F,0.39,0.29,0.125,0.3055,0.121,0.082,0.09,7
2251,M,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,13
2833,F,0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,9
2302,M,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,9
741,F,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,8
2974,M,0.745,0.575,0.2,1.884,0.954,0.336,0.495,12
3322,F,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,15
2670,M,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,9
3896,M,0.76,0.575,0.19,1.829,0.7035,0.386,0.56,14
1943,F,0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,11
2307,F,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,16
589,F,0.405,0.31,0.12,0.3095,0.138,0.058,0.095,13
809,F,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,12
1817,F,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,9
1287,I,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,8
2853,F,0.645,0.49,0.16,1.144,0.5015,0.289,0.319,8
3626,M,0.69,0.53,0.19,1.5955,0.678,0.331,0.48,10
377,F,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,10
1681,F,0.62,0.54,0.165,1.139,0.4995,0.2435,0.357,11
1554,I,0.41,0.3,0.09,0.304,0.129,0.071,0.0955,8
1235,I,0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,7
1170,F,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,9
864,M,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,11
979,M,0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,8
1800,M,0.605,0.475,0.175,1.2525,0.5575,0.3055,0.343,9
1230,I,0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,7
4081,M,0.56,0.45,0.145,0.9355,0.425,0.1645,0.2725,11
1528,M,0.725,0.575,0.24,2.21,1.351,0.413,0.5015,13
1564,I,0.46,0.35,0.11,0.4,0.176,0.083,0.1205,7
1065,I,0.315,0.235,0.055,0.151,0.065,0.027,0.039,6
2370,I,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,8
3218,F,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,14
2284,I,0.405,0.315,0.105,0.347,0.1605,0.0785,0.1,9
3370,M,0.455,0.345,0.125,0.44,0.169,0.1065,0.135,12
3760,M,0.53,0.425,0.13,0.702,0.2975,0.1395,0.22,9
3917,I,0.615,0.46,0.19,1.066,0.4335,0.226,0.33,13
1865,I,0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,7
2535,F,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11
461,F,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,12
3040,F,0.57,0.47,0.14,0.871,0.385,0.211,0.2315,10
51,M,0.4,0.32,0.095,0.303,0.1335,0.06,0.1,7
1227,I,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,8
1520,M,0.67,0.5,0.19,1.519,0.616,0.388,0.415,10
828,I,0.41,0.325,0.1,0.394,0.208,0.0655,0.106,6
3482,I,0.47,0.355,0.145,0.4485,0.156,0.102,0.123,7
2009,I,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,8
2668,F,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,8
175,I,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,7
134,I,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028,7
3431,I,0.35,0.265,0.095,0.199,0.073,0.049,0.06,5
1743,M,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,11
3284,M,0.565,0.44,0.155,0.868,0.348,0.217,0.26,11
2032,M,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,12
3552,I,0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,8
1615,I,0.55,0.425,0.15,0.7665,0.339,0.176,0.21,8
2695,M,0.65,0.51,0.155,1.407,0.7215,0.298,0.335,9
1,M,0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07,7
934,I,0.45,0.355,0.105,0.4445,0.197,0.093,0.1335,8
785,M,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,15
1397,M,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,10
817,I,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,6
3110,I,0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895,8
2282,F,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,10
292,M,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,15
3188,M,0.72,0.575,0.23,2.2695,0.8835,0.3985,0.665,16
611,M,0.195,0.145,0.05,0.032,0.01,0.008,0.012,4
1093,M,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,7
1858,F,0.51,0.4,0.12,0.7005,0.347,0.1105,0.195,10
2130,M,0.585,0.455,0.14,0.97,0.462,0.185,0.295,9
2018,M,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,10
30,M,0.58,0.47,0.165,0.9975,0.3935,0.242,0.33,10
1762,M,0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642,12
2810,M,0.72,0.55,0.205,2.165,1.1055,0.525,0.404,10
3146,M,0.585,0.45,0.15,1.047,0.4315,0.276,0.315,14
302,M,0.37,0.28,0.1,0.252,0.1065,0.0595,0.074,8
1044,M,0.69,0.525,0.175,1.7005,0.8255,0.362,0.405,8
2850,M,0.63,0.485,0.16,1.243,0.623,0.275,0.3,10
1297,I,0.53,0.415,0.13,0.694,0.3905,0.111,0.167,9
3414,F,0.49,0.37,0.105,0.5265,0.249,0.1005,0.148,7
2377,I,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,12
28,M,0.605,0.475,0.18,0.9365,0.394,0.219,0.295,15
2409,F,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,8
1498,M,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,11
3514,M,0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,10
2615,M,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,12
2298,I,0.415,0.325,0.1,0.385,0.167,0.08,0.125,7
25,F,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3,11
4169,M,0.52,0.385,0.165,0.791,0.375,0.18,0.1815,10
2686,M,0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,11
2964,M,0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,9
1658,I,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,8
3830,M,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,14
2790,F,0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324,10
2605,F,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9
3270,F,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,13
138,F,0.405,0.325,0.11,0.3555,0.151,0.063,0.117,9
16,I,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,7
2119,I,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9
957,M,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,6
3538,M,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,7
2727,I,0.405,0.305,0.1,0.271,0.0965,0.061,0.091,7
1637,F,0.575,0.465,0.195,0.9965,0.417,0.247,0.47,8
3920,M,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,8
3451,M,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,8
34,F,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49,13
1037,M,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,9
601,F,0.385,0.315,0.11,0.286,0.1225,0.0635,0.0835,10
575,F,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,11
1367,M,0.61,0.48,0.17,1.137,0.4565,0.29,0.347,10
578,I,0.58,0.445,0.15,0.8865,0.383,0.209,0.255,11
3842,F,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,9
1155,F,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,8
772,M,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8
426,F,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18
263,I,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,4
4060,I,0.545,0.405,0.13,0.658,0.327,0.1445,0.174,8
2103,M,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9
2885,I,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17,8
238,I,0.11,0.09,0.03,0.008,0.0025,0.002,0.003,3
3899,I,0.14,0.105,0.035,0.0145,0.005,0.0035,0.005,4
1279,I,0.495,0.38,0.13,0.5125,0.2185,0.116,0.16,7
1404,F,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10
1901,M,0.575,0.435,0.135,0.992,0.432,0.2225,0.239,10
3621,F,0.655,0.455,0.17,1.275,0.583,0.303,0.333,8
2593,F,0.595,0.47,0.155,1.1775,0.542,0.269,0.31,9
1331,M,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,10
1748,F,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,11
297,I,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,4
1529,M,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,10
3395,F,0.605,0.45,0.165,1.2225,0.357,0.202,0.385,13
3230,M,0.57,0.455,0.15,0.96,0.387,0.2385,0.275,11
2868,I,0.335,0.26,0.09,0.1965,0.0875,0.041,0.056,7
2566,F,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7
842,M,0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,9
1951,F,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,10
3126,M,0.615,0.495,0.155,1.2865,0.435,0.293,0.3245,11
4122,I,0.46,0.365,0.11,0.4495,0.1755,0.102,0.15,8
3795,M,0.675,0.54,0.175,1.5545,0.6645,0.278,0.512,12
127,I,0.385,0.29,0.085,0.2505,0.112,0.061,0.08,8
3206,I,0.295,0.215,0.075,0.116,0.037,0.0295,0.04,8
1890,M,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,11
2021,M,0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765,9
310,F,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21
2074,F,0.585,0.485,0.15,1.079,0.4145,0.2115,0.356,11
2747,I,0.49,0.365,0.125,0.5585,0.252,0.126,0.1615,10
86,M,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,13
2485,I,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,8
621,I,0.485,0.38,0.14,0.673,0.2175,0.13,0.195,18
3717,I,0.35,0.25,0.1,0.4015,0.1725,0.063,0.1255,7
874,F,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,11
4046,M,0.6,0.46,0.155,0.6655,0.285,0.149,0.269,11
3272,M,0.465,0.36,0.125,0.4365,0.169,0.1075,0.145,11
425,M,0.58,0.45,0.175,1.068,0.425,0.203,0.32,13
1680,M,0.62,0.515,0.175,1.221,0.535,0.241,0.395,13
2942,M,0.63,0.53,0.18,1.2795,0.618,0.256,0.315,9
4096,F,0.635,0.5,0.175,1.477,0.684,0.3005,0.39,12
3084,I,0.23,0.17,0.05,0.057,0.026,0.013,0.016,5
3746,I,0.36,0.265,0.085,0.1865,0.0675,0.037,0.0615,7
2975,I,0.32,0.215,0.095,0.305,0.14,0.067,0.0885,6
3470,M,0.72,0.565,0.2,1.787,0.718,0.385,0.529,11
3683,M,0.62,0.525,0.155,1.085,0.454,0.1965,0.35,10
2023,F,0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,9
1887,I,0.56,0.445,0.165,0.832,0.3455,0.179,0.279,9
3267,F,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,10
2818,I,0.36,0.27,0.09,0.232,0.12,0.0435,0.056,8
1485,F,0.59,0.46,0.145,0.9905,0.453,0.2205,0.275,8
1236,I,0.375,0.275,0.09,0.218,0.093,0.0405,0.0755,6
3755,I,0.51,0.395,0.105,0.5525,0.234,0.127,0.165,8
692,F,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,11
3481,I,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,6
1872,I,0.53,0.395,0.13,0.575,0.247,0.115,0.183,9
3786,M,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10
2125,M,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,8
1157,F,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,9
2778,F,0.585,0.455,0.13,0.8755,0.411,0.2065,0.225,8
1587,I,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,8
4174,M,0.6,0.475,0.205,1.176,0.5255,0.2875,0.308,9
2480,F,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13
566,I,0.485,0.355,0.13,0.581,0.245,0.132,0.168,12
1244,I,0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,7
3512,F,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11
3828,M,0.68,0.52,0.175,1.543,0.7525,0.351,0.374,11
3437,I,0.395,0.3,0.09,0.279,0.134,0.049,0.075,8
667,F,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,15
2552,I,0.31,0.225,0.075,0.155,0.065,0.037,0.0365,6
1040,M,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,11
1472,F,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9
4068,I,0.41,0.305,0.1,0.2645,0.1,0.0655,0.085,7
316,F,0.635,0.535,0.19,1.242,0.576,0.2475,0.39,14
2823,I,0.455,0.35,0.105,0.4445,0.213,0.107,0.1115,7
956,M,0.495,0.4,0.135,0.61,0.272,0.1435,0.144,7
100,I,0.36,0.265,0.095,0.2315,0.105,0.046,0.075,7
1306,I,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,9
2890,M,0.52,0.465,0.15,0.9505,0.456,0.199,0.255,8
1194,F,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,9
813,I,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,5
1116,I,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,8
322,M,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,11
3685,M,0.62,0.48,0.165,1.0855,0.481,0.2575,0.305,10
1300,I,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,9
3726,I,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455,8
1322,F,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,10
3031,I,0.525,0.4,0.11,0.6275,0.3015,0.126,0.18,8
3564,I,0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,9
3513,F,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9
1125,M,0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165,10
4073,I,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,9
1019,M,0.635,0.49,0.175,1.375,0.623,0.2705,0.395,11
3583,F,0.625,0.5,0.175,1.273,0.564,0.302,0.374,9
3576,F,0.6,0.475,0.155,1.059,0.441,0.19,0.39,11
3915,I,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,11
2867,I,0.325,0.25,0.075,0.1585,0.075,0.0305,0.0455,6
3275,M,0.46,0.355,0.11,0.415,0.215,0.082,0.13,12
119,M,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,8
3732,F,0.575,0.42,0.19,1.764,0.914,0.377,0.4095,10
3413,M,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9
3986,F,0.645,0.525,0.17,1.37,0.6135,0.283,0.34,10
1592,I,0.525,0.39,0.12,0.664,0.3115,0.147,0.178,9
3397,F,0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,12
3979,M,0.495,0.375,0.115,0.6245,0.282,0.143,0.155,6
1616,I,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,9
1482,M,0.585,0.455,0.15,0.906,0.4095,0.23,0.2335,8
2416,M,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,18
1495,F,0.62,0.435,0.155,1.012,0.477,0.236,0.275,8
3860,F,0.55,0.465,0.15,1.082,0.3575,0.194,0.19,14
3247,F,0.61,0.495,0.19,1.213,0.464,0.306,0.365,15
4079,M,0.55,0.385,0.13,0.7275,0.343,0.1625,0.19,8
1316,M,0.555,0.44,0.14,0.8705,0.407,0.156,0.255,9
2266,F,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,14
3029,I,0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196,11
754,M,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20
804,M,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10
1269,I,0.47,0.365,0.1,0.411,0.175,0.0855,0.135,8
3050,M,0.595,0.47,0.175,0.991,0.382,0.2395,0.5,12
838,F,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,8
1713,M,0.645,0.5,0.175,1.3375,0.554,0.308,0.415,10
